"Variant SKU",Title,"Variant Price","Image Src",Vendor,Handle,Tags,"Variant Weight Unit","Variant Grams","Cost per item"
,"Cream Cleanser",18.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/40.jpg?v=1588752351,Venia,cream-cleanser,EXTERNAL,g,
,Perfume,50.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/38.jpg?v=1588752248,Venia,perfume,EXTERNAL,g,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/44.jpg?v=1588752248,,perfume,EXTERNAL,,
,"Desodorante para mujer",28.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/36.jpg?v=1588752195,Venia,desodorante-para-mujer,EXTERNAL,g,
,"Essence Moisturizing Facial Skin",28.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/33_4a302e7b-a7e2-4c3c-8c2d-ef9e9d70ded0.jpg?v=1588752047,Venia,copy-of-moisturizing-serum,EXTERNAL,g,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/31.jpg?v=1588752047,,copy-of-moisturizing-serum,EXTERNAL,,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/35.jpg?v=1588752045,,copy-of-moisturizing-serum,EXTERNAL,,
,"Moisturizing Serum",28.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/34.jpg?v=1588751954,Venia,copy-of-whitening-cream,EXTERNAL,g,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/33.jpg?v=1588751954,,copy-of-whitening-cream,EXTERNAL,,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/32.jpg?v=1588751954,,copy-of-whitening-cream,EXTERNAL,,
,"Bamboo Lemongrass Foaming Body Scrub",39.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/sp1.jpg?v=1588834414,Venia,copy-of-lotion-1,EXTERNAL,g,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/sp2.jpg?v=1588834414,,copy-of-lotion-1,EXTERNAL,,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/sp3.jpg?v=1588834414,,copy-of-lotion-1,EXTERNAL,,
,Lotion,39.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/47.jpg?v=1588751788,Venia,copy-of-lipstick,EXTERNAL,g,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/30.jpg?v=1588751788,,copy-of-lipstick,EXTERNAL,,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/28.jpg?v=1588751788,,copy-of-lipstick,EXTERNAL,,
,Lipstick,39.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/39.jpg?v=1588751675,Venia,copy-of-lotion,EXTERNAL,g,
,,39.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/41.jpg?v=1588751676,,copy-of-lotion,EXTERNAL,g,
,,39.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/43.jpg?v=1588751676,,copy-of-lotion,EXTERNAL,g,
,Lotion,50.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/3.jpg?v=1588751602,Venia,copy-of-water-chalk-innisfree-skinny,EXTERNAL,g,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/4.jpg?v=1588751602,,copy-of-water-chalk-innisfree-skinny,EXTERNAL,,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/5.jpg?v=1588751602,,copy-of-water-chalk-innisfree-skinny,EXTERNAL,,
,"Water chalk Innisfree Skinny",50.00,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/1.jpg?v=1588751406,Venia,water-chalk-innisfree-skinny,EXTERNAL,g,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/2.jpg?v=1588751406,,water-chalk-innisfree-skinny,EXTERNAL,,
,,,https://cdn.shopify.com/s/files/1/0284/9069/4753/products/2-1.jpg?v=1588751406,,water-chalk-innisfree-skinny,EXTERNAL,,
